doc_id,phrase_original_in_doc,phrase_canonical,topic_id,topic_label,concept_id,is_outlier_topic
162,화학식,화학식,10,알루미늄 합금,BT0003,False
162,조성물,조성물,1,조성물 | 프로세서 | 촉매,BT0001,False
163,정전기 방전,정전기 방전,1,조성물 | 프로세서 | 촉매,BT0001,False
163,트랜지스터,트랜지스터,5,반도체 장치 | 반도체 디바이스,BT0004,False
163,이벤트,이벤트,1,조성물 | 프로세서 | 촉매,BT0001,False
164,디스플레이,디스플레이,1,조성물 | 프로세서 | 촉매,BT0001,False
164,프로세서,프로세서,1,조성물 | 프로세서 | 촉매,BT0001,False
164,메모리,메모리,3,메모리 | 인코딩,BT0012,False
165,매트릭스,매트릭스,1,조성물 | 프로세서 | 촉매,BT0001,False
168,카메라,카메라,7,이미지 센서,BT0005,False
169,전해질,전해질,1,조성물 | 프로세서 | 촉매,BT0001,False
169,화학식,화학식,10,알루미늄 합금,BT0003,False
169,탄소,탄소,23,탄소,BT0017,False
169,조성물,조성물,1,조성물 | 프로세서 | 촉매,BT0001,False
169,리튬,리튬,10,알루미늄 합금,BT0003,False
170,케이블,케이블,8,케이블 | 단섬유 | 커넥터,BT0011,False
171,포인트,포인트,1,조성물 | 프로세서 | 촉매,BT0001,False
173,카메라,카메라,7,이미지 센서,BT0005,False
174,윤활유,윤활유,1,조성물 | 프로세서 | 촉매,BT0001,False
174,윤활유 조성물,윤활유 조성물,1,조성물 | 프로세서 | 촉매,BT0001,False
174,조성물,조성물,1,조성물 | 프로세서 | 촉매,BT0001,False
174,윤활유 조성,윤활유 조성,1,조성물 | 프로세서 | 촉매,BT0001,False
175,플라즈마,플라즈마,1,조성물 | 프로세서 | 촉매,BT0001,False
177,플라즈마,플라즈마,1,조성물 | 프로세서 | 촉매,BT0001,False
178,억제제,억제제,1,조성물 | 프로세서 | 촉매,BT0001,False
178,조성물,조성물,1,조성물 | 프로세서 | 촉매,BT0001,False
179,트레이,트레이,1,조성물 | 프로세서 | 촉매,BT0001,False
180,음극,음극,1,조성물 | 프로세서 | 촉매,BT0001,False
180,복합체,복합체,1,조성물 | 프로세서 | 촉매,BT0001,False
180,탄소,탄소,23,탄소,BT0017,False
180,리튬,리튬,10,알루미늄 합금,BT0003,False
180,실리콘,실리콘,5,반도체 장치 | 반도체 디바이스,BT0004,False
183,포인트,포인트,1,조성물 | 프로세서 | 촉매,BT0001,False
184,촉매,촉매,1,조성물 | 프로세서 | 촉매,BT0001,False
184,산화물,산화물,10,알루미늄 합금,BT0003,False
185,지지대,지지대,1,조성물 | 프로세서 | 촉매,BT0001,False
186,게이트,게이트,1,조성물 | 프로세서 | 촉매,BT0001,False
186,알루미늄,알루미늄,10,알루미늄 합금,BT0003,False
186,반도체 장치,반도체 장치,5,반도체 장치 | 반도체 디바이스,BT0004,False
186,반도체,반도체,5,반도체 장치 | 반도체 디바이스,BT0004,False
