doc_id,phrase_original_in_doc,phrase_canonical,is_outlier_topic,topic_id,topic_label,concept_id
418,어셈블리,어셈블리,False,29,프로세서,BT0030
421,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
421,프로세서,프로세서,False,29,프로세서,BT0030
421,메모리,메모리,False,3,메모리,BT0004
421,테스트,테스트,False,11,테스트,BT0012
421,드라이버,드라이버,False,26,자동차,BT0027
423,유전자,유전자,False,21,유전자,BT0022
423,AAV,AAV,False,24,레이트,BT0025
423,조성물,조성물,False,1,윤활유 조성,BT0002
424,단말기,단말기,False,29,프로세서,BT0030
424,에너지,에너지,False,0,에너지,BT0001
425,디스플레이,디스플레이,False,29,프로세서,BT0030
425,캐비닛,캐비닛,False,29,프로세서,BT0030
426,스트림,스트림,False,29,프로세서,BT0030
426,산화물,산화물,False,10,알루미늄,BT0011
427,배터리,배터리,False,16,배터리,BT0017
428,바이러스,바이러스,False,12,바이러스,BT0013
428,레이트,레이트,False,24,레이트,BT0025
428,조성물,조성물,False,1,윤활유 조성,BT0002
433,어셈블리,어셈블리,False,29,프로세서,BT0030
433,트레이,트레이,False,29,프로세서,BT0030
435,단말기,단말기,False,29,프로세서,BT0030
435,컴퓨터 프로그램,컴퓨터 프로그램,False,4,컴퓨터,BT0005
435,컴퓨터,컴퓨터,False,4,컴퓨터,BT0005
436,프로세서,프로세서,False,29,프로세서,BT0030
436,카메라,카메라,False,7,이미지,BT0008
437,폴리머,폴리머,False,2,접착제,BT0003
440,탄소,탄소,False,23,탄소,BT0024
443,유전자,유전자,False,21,유전자,BT0022
443,카트리지,카트리지,False,29,프로세서,BT0030
444,단말기,단말기,False,29,프로세서,BT0030
444,프로세스,프로세스,False,29,프로세서,BT0030
445,디스플레이,디스플레이,False,29,프로세서,BT0030
445,텍스트,텍스트,False,29,프로세서,BT0030
445,단말기,단말기,False,29,프로세서,BT0030
