phrase,tf,df,ngram,char_len,is_protected,noise_penalty,completeness_penalty,base_quality,title_df,claims_df,title_ratio,claims_ratio,title_boost,claims_support_score,support_penalty,final_score,drop_flag,drop_reason,generic_penalty,cleaned_score
acid,1,1,1,4,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
lock,1,1,1,4,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
ppm,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
min,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
RLT,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
NbO,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
KNb,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
ASR,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
gas,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
LRF,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
HFC,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
HFO,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
BOG,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
Off,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
Gas,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
CSP,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
tan,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
DNQ,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
PAC,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
VII,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
pKa,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
SDT,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
TDD,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
SCS,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
COR,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
GPS,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
MAC,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
AAD,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
BMP,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
VCU,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
TMA,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
LBD,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
IPD,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
BiA,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
ODD,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
PHA,1,1,1,3,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,singleton_unigram,0.0,2.5183
Mg,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Cr,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Zn,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
ex,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Ga,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Sn,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Ge,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Bi,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
UI,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
FD,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
FL,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
FR,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
PP,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
OS,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
to,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Hf,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
UV,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Go,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Ru,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Hz,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
VI,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
Ia,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
CO,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
CR,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
On,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
AC,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
BD,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
BP,1,1,1,2,True,0.0,0.0,1.6917,0,1,0.0,1.0,0.0,1.0333,0.0,2.5183,True,short_unigram,0.0,2.5183
개 구,16,10,2,2,False,0.5,0.3,2.5167,0,0,0.0,0.0,0.0,0.0,0.0,2.5167,True,fragment_like,0.0,2.5167
PD L,7,2,2,3,True,0.0,0.0,2.5167,0,0,0.0,0.0,0.0,0.0,0.0,2.5167,True,fragment_like,0.0,2.5167
수 UE,4,2,2,3,False,0.0,0.0,2.5167,0,0,0.0,0.0,0.0,0.0,0.0,2.5167,True,fragment_like,0.0,2.5167
스펙트럼,5,4,1,4,False,0.0,0.0,1.8333,0,3,0.0,0.75,0.0,0.85,0.0,2.5133,False,,0.0,2.5133
가동,8,5,1,2,False,0.0,0.0,2.1583,0,4,0.0,0.8,0.0,0.9333,0.4,2.5049,True,short_unigram,0.0,2.5049
비율,8,5,1,2,False,0.0,0.0,2.1583,0,4,0.0,0.8,0.0,0.9333,0.4,2.5049,True,short_unigram,0.0,2.5049
좌우,8,5,1,2,False,0.0,0.0,2.1583,0,4,0.0,0.8,0.0,0.9333,0.4,2.5049,True,short_unigram,0.0,2.5049
완료,8,5,1,2,False,0.0,0.0,2.1583,0,4,0.0,0.8,0.0,0.9333,0.4,2.5049,True,short_unigram,0.0,2.5049
스팀,12,2,1,2,False,0.0,0.0,2.05,0,2,0.0,1.0,0.0,1.0667,0.4,2.5034,True,short_unigram,0.0,2.5034
블레이드,6,2,1,4,False,0.0,0.0,1.65,0,2,0.0,1.0,0.0,1.0667,0.0,2.5034,False,,0.0,2.5034
지지 수단,8,3,2,4,False,0.0,0.0,2.2083,0,1,0.0,0.3333,0.0,0.3666,0.0,2.5016,True,fragment_like,0.0,2.5016
임계 값,8,3,2,3,False,0.0,0.0,2.2083,0,1,0.0,0.3333,0.0,0.3666,0.0,2.5016,True,fragment_like,0.0,2.5016
장애 치료,4,3,2,4,False,0.0,0.0,1.9417,1,0,0.3333,0.0,0.46,0.0,0.0,2.4937,True,fragment_like,0.0,2.4937
반도체 디바이스 인서트 적재,4,1,4,12,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,singleton_weak_phrase,0.0,2.4917
비수 나트륨 이온 전지 전해,4,1,5,11,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
나트륨 이온 전지 전해 액,4,1,5,10,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
다공 카본 프레임워크,4,1,3,9,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
나트륨 이온 전지 전해,4,1,4,9,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,singleton_weak_phrase,0.0,2.4917
코팅 잔류 두께 유추,4,1,4,8,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
다공 카본 프레임,4,1,3,7,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
이온 전지 전해 액,4,1,4,7,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
코팅 잔류 두께,4,1,3,6,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
고 분자 전해질,4,1,3,6,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
조성물 경화 체,4,1,3,6,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
이온 전지 전해,4,1,3,6,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
반도체 제품,4,1,2,5,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,singleton_weak_phrase,0.0,2.4917
전지 전해 액,4,1,3,5,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
하부 반도체,4,1,2,5,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
다공 카본,4,1,2,4,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
코팅 잔류,4,1,2,4,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
태양 전지,4,1,2,4,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
전지 전해,4,1,2,4,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
초경 합금,4,1,2,4,True,0.0,0.0,2.4917,0,0,0.0,0.0,0.0,0.0,0.0,2.4917,True,fragment_like,0.0,2.4917
교차,5,5,1,2,False,0.0,0.0,1.9583,0,5,0.0,1.0,0.0,1.1667,0.4,2.4917,True,short_unigram,0.0,2.4917
슬리브,4,3,1,3,False,0.0,0.0,1.6417,1,1,0.3333,0.3333,0.46,0.3666,0.0,2.487,False,,0.0,2.487
섹션,14,1,1,2,False,0.0,0.0,2.0583,0,1,0.0,1.0,0.0,1.0333,0.4,2.4849,True,short_unigram,0.0,2.4849
함유 막,14,2,2,3,False,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,True,fragment_like,0.0,2.4833
조성물 조성물,2,2,2,6,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,False,,0.0,2.4833
배터리 전기,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,False,,0.0,2.4833
안정 반도체,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,True,fragment_like,0.0,2.4833
조성물 유리,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,False,,0.0,2.4833
과제 반도체,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,True,fragment_like,0.0,2.4833
조성물 치료,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,False,,0.0,2.4833
전해질 함유,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,False,,0.0,2.4833
조성물 구체,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,False,,0.0,2.4833
치료 조성물,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,True,fragment_like,0.0,2.4833
조성물 조성,2,2,2,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,False,,0.0,2.4833
이 연료 전지,2,2,3,5,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,True,fragment_like,0.0,2.4833
단계3D,2,2,1,4,False,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,False,,0.0,2.4833
노즐 분사,2,2,2,4,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,True,fragment_like,0.0,2.4833
물 조성물,2,2,2,4,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,True,fragment_like,0.0,2.4833
조성물 원,2,2,2,4,True,0.0,0.0,2.4833,0,0,0.0,0.0,0.0,0.0,0.0,2.4833,True,fragment_like,0.0,2.4833
데이터 전달,2,2,2,5,False,0.0,0.0,1.6833,1,0,0.5,0.0,0.66,0.0,0.0,2.4753,False,,0.0,2.4753
액정 표시,2,2,2,4,False,0.0,0.0,1.6833,1,0,0.5,0.0,0.66,0.0,0.0,2.4753,True,fragment_like,0.0,2.4753
에칭 기술,2,2,2,4,False,0.0,0.0,1.6833,1,0,0.5,0.0,0.66,0.0,0.0,2.4753,True,fragment_like,0.0,2.4753
사고 방지,2,2,2,4,False,0.0,0.0,1.6833,1,0,0.5,0.0,0.66,0.0,0.0,2.4753,True,fragment_like,0.0,2.4753
열 안정,2,2,2,3,False,0.0,0.0,1.6833,1,0,0.5,0.0,0.66,0.0,0.0,2.4753,True,fragment_like,0.0,2.4753
도메인,7,4,1,3,False,0.0,0.0,1.9667,0,4,0.0,1.0,0.0,1.1333,0.4,2.4733,False,,0.0,2.4733
커플링,7,4,1,3,False,0.0,0.0,1.9667,0,4,0.0,1.0,0.0,1.1333,0.4,2.4733,False,,0.0,2.4733
방사,7,4,1,2,False,0.0,0.0,1.9667,0,4,0.0,1.0,0.0,1.1333,0.4,2.4733,True,short_unigram,0.0,2.4733
구분,7,4,1,2,False,0.0,0.0,1.9667,0,4,0.0,1.0,0.0,1.1333,0.4,2.4733,True,short_unigram,0.0,2.4733
일치,7,4,1,2,False,0.0,0.0,1.9667,0,4,0.0,1.0,0.0,1.1333,0.4,2.4733,True,short_unigram,0.0,2.4733
도출,7,4,1,2,False,0.0,0.0,1.9667,0,4,0.0,1.0,0.0,1.1333,0.4,2.4733,True,short_unigram,0.0,2.4733
연소,7,4,1,2,False,0.0,0.0,1.9667,0,4,0.0,1.0,0.0,1.1333,0.4,2.4733,True,short_unigram,0.0,2.4733
채널 상태,10,3,2,4,False,0.5,0.0,1.5917,0,3,0.0,1.0,0.0,1.1,0.0,2.4717,True,fragment_like,0.0,2.4717
부재 제,10,4,2,3,False,0.0,0.0,2.4667,0,0,0.0,0.0,0.0,0.0,0.0,2.4667,True,fragment_like,0.0,2.4667
소자 제,10,4,2,3,False,0.0,0.0,2.4667,0,0,0.0,0.0,0.0,0.0,0.0,2.4667,True,fragment_like,0.0,2.4667
군 선택1종,4,4,2,5,False,0.0,0.0,2.4667,0,0,0.0,0.0,0.0,0.0,0.0,2.4667,True,fragment_like,0.0,2.4667
유기 용매,3,3,2,4,False,0.0,0.0,1.875,0,2,0.0,0.6667,0.0,0.7334,0.0,2.4617,True,fragment_like,0.0,2.4617
레이저 광,3,3,2,4,False,0.0,0.0,1.875,0,2,0.0,0.6667,0.0,0.7334,0.0,2.4617,True,fragment_like,0.0,2.4617
일정 간격,3,3,2,4,False,0.0,0.0,1.875,0,2,0.0,0.6667,0.0,0.7334,0.0,2.4617,True,fragment_like,0.0,2.4617
카복사미드 N,5,1,2,6,False,0.0,0.0,2.4583,0,0,0.0,0.0,0.0,0.0,0.0,2.4583,True,fragment_like,0.0,2.4583
척 CH,5,1,2,3,False,0.0,0.0,2.4583,0,0,0.0,0.0,0.0,0.0,0.0,2.4583,True,fragment_like,0.0,2.4583
x Na1,2,1,2,4,True,0.0,0.0,2.4583,0,0,0.0,0.0,0.0,0.0,0.0,2.4583,True,fragment_like,0.0,2.4583
확장,7,6,1,2,False,0.0,0.0,2.2167,0,4,0.0,0.6667,0.0,0.8,0.4,2.4567,True,short_unigram,0.0,2.4567
시퀀스,9,3,1,3,False,0.0,0.0,1.975,0,3,0.0,1.0,0.0,1.1,0.4,2.455,False,,0.0,2.455
파형,9,3,1,2,False,0.0,0.0,1.975,0,3,0.0,1.0,0.0,1.1,0.4,2.455,True,short_unigram,0.0,2.455
순서,9,3,1,2,False,0.0,0.0,1.975,0,3,0.0,1.0,0.0,1.1,0.4,2.455,True,short_unigram,0.0,2.455
소프트웨어,3,3,1,5,False,0.0,0.0,1.575,0,3,0.0,1.0,0.0,1.1,0.0,2.455,False,,0.0,2.455
하드웨어 인터페이스,3,1,2,9,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
분석 애플리케이션,3,1,2,8,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
레이저 다이오드,3,1,2,7,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
콘텐츠 세그먼트,3,1,2,7,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
케이블 스탠드,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
템플릿 데이터,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
콘텐츠 데이터,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
주사 스테이지,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
패키지 스트림,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
대조 콘텍스트,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
오디오 데이터,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
개별 인스턴스,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
손가락 보호대,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
배기가스 안내,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
메탄올 서비스,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
네트워크 엘리,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
트랜잭션 식별,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
타겟 블록체인,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
잔존 플라스틱,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
플라스틱 제거,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
프로토콜 수행,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
흡입 어셈블리,3,1,2,6,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
인쇄 베이스,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
양식장 설비,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
레퍼런스 핀,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
게이트 구조,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
스마트 조명,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
포드 베이스,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
상면 이미지,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
픽셀 포지션,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
입력 이미지,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
레이저 작동,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
케이스 바닥,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
케이스 전후,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
케이스 좌우,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
메모리 버스,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,singleton_weak_phrase,0.0,2.4516
격납 구조물,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
차원 이미지,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
토큰 인덱스,3,1,2,5,False,0.0,0.0,1.625,0,1,0.0,1.0,0.0,1.0333,0.0,2.4516,True,fragment_like,0.0,2.4516
