phrase,tf,df,ngram,char_len,is_protected,noise_penalty,completeness_penalty,base_quality,title_df,claims_df,title_ratio,claims_ratio,title_boost,claims_support_score,support_penalty,final_score,drop_flag,drop_reason,generic_penalty,cleaned_score
레이트 값,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
가공 내후,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
내후 우수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
우수 시트,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
시트 백화,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
백화 특성,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
특성 미려,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
미려 외관,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
시트 적용,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
적용 경제,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
환경 우수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
저장 안정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
사상 다양,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
다양 폴리,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
크랙 저항,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
거동 대응,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
용이 방수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
우수 바닥,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
침투 습기,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
습기 차단,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
차단 도막,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
도막 손상,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
손상 방지,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
방지 방수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
방수 유지,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
교량 터널,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
복원 개념,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
개념 반영,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
반영 재난,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
재난 안전,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
정량 정량,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
평가 확장,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
확장 철도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
신뢰 손상,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
정량 산출,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
산출 철도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
연계 최종,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
최종 도시,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
신속 산출,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
기반 산출,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
산출 내진,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
연계 노후,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
산출 동시,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
복원 속도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
속도 복원,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
복원 비용,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
등 복원력,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
종합 산출,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
도출 노후,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
추종 유선,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
설정 장력,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
전류 전도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
분리 뭉치,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
전도 뭉치,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
뭉치 대향,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
대향 표면,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
표면 장력,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
뭉치 영구,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
패널 동작,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
입체감 수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
다수 혼합,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
혼합 용기,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
농도 저장,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
용기 용기,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
상부 개폐,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
개폐 용기,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
음료 외부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
유출 음료,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
덮개 결합,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
결합 음료,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
용기 덮개,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
번식 세균,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
세균 세균,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
측정 세균,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
공간 바닥,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
음료 수면,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
수면 용기,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
상부 폐쇄,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
폐쇄 상태,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
상태 덮개,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
거리 측정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
오염 판단,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
판단 오염,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
음료 음료,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
용량 음료,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
내주 밀봉,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
적층 모듈,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
모듈 압착,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
미 네이션,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
조건 강도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
강도 선택,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
사용자 쪽,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
보정 직접,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
조건 개인,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
개인 설정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
설정 개인,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
보정 설정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
팝업 노출,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
사물 정확,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
비교 선명,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
선명 인식,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
일 비속어,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
데이터 임,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
응답 생체,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
인증 시도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
체결 응답,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
발생 시동,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
동작 응답,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
응답 시동,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
접점 경우,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
응답 특장,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
전자 지갑,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
지갑 대응,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
마스터 키,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
모듈 관리,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
관리 쿼럼,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
쿼럼 정책,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
서버 가상,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
트럭 작업,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
최적 서버,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
트럭 통합,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
통합 작업,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
최적 멀티,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
강화 학습,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
학습 과정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
과정 야드,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
트럭 독립,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
개별 보상,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
보상 함수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
함수 최대,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
최대 동시,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
향상 협력,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
협력 경쟁,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
경쟁 복잡,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
복잡 야드,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
야드 환경,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
환경 최적,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
최적 의사,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
의사 결정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
결정 도출,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
도출 야드,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
야드 운영,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
운영 효율,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
효율 전술,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
밴드 예시,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
예시 의료,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
밴드 내측,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
연장 버블,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
밀폐 공간,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
다양 냉매,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
냉매 기반,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
기반 차량,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
차량 온도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
수행 냉매,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
냉매 자연,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
자연 냉매,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
난간 제작,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
용이 현장,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
현장 시공,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
시공 우수,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
우수 외부,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
충격 충분,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
충분 강도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
난간 지면,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
지면 하단,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
하단 고정,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
고정 수직,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
수직 설치,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
설치 간격,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
간격 설치,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
단 포스트,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
대 포스트,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
설치 가로,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
고정 가로,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
상하 관통,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
관통 관통,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
하단 나사,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
나사 결합,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
구간 동일,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
동일 면적,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
면적 층위,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
구간 경도,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
경도 구간,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
구간 진법,1,1,2,4,False,0.0,0.0,1.4917,0,0,0.0,0.0,0.0,0.0,0.0,1.4917,True,fragment_like,0.0,1.4917
