doc_id,phrase_original_in_doc,phrase_canonical,topic_id,topic_label,concept_id,is_outlier_topic
464,프로그램,프로그램,0,디지털 | 전해질 | 리튬,BT0001,False
465,전해질,전해질,0,디지털 | 전해질 | 리튬,BT0001,False
465,복합체,복합체,0,디지털 | 전해질 | 리튬,BT0001,False
465,화학식,화학식,0,디지털 | 전해질 | 리튬,BT0001,False
465,리튬,리튬,0,디지털 | 전해질 | 리튬,BT0001,False
467,카트리지,카트리지,0,디지털 | 전해질 | 리튬,BT0001,False
467,와이어,와이어,0,디지털 | 전해질 | 리튬,BT0001,False
468,트랜지스터,트랜지스터,9,반도체 | 실리콘 | 트랜지스터,BT0002,False
468,반도체,반도체,9,반도체 | 실리콘 | 트랜지스터,BT0002,False
469,세라믹,세라믹,0,디지털 | 전해질 | 리튬,BT0001,False
469,플레이트,플레이트,0,디지털 | 전해질 | 리튬,BT0001,False
469,프로세스,프로세스,0,디지털 | 전해질 | 리튬,BT0001,False
469,베이스,베이스,0,디지털 | 전해질 | 리튬,BT0001,False
470,컴퓨팅,컴퓨팅,0,디지털 | 전해질 | 리튬,BT0001,False
470,캐비닛,캐비닛,0,디지털 | 전해질 | 리튬,BT0001,False
474,프로그램,프로그램,0,디지털 | 전해질 | 리튬,BT0001,False
474,반도체 장치,반도체 장치,9,반도체 | 실리콘 | 트랜지스터,BT0002,False
474,반도체,반도체,9,반도체 | 실리콘 | 트랜지스터,BT0002,False
475,조성물,조성물,0,디지털 | 전해질 | 리튬,BT0001,False
476,게이트,게이트,0,디지털 | 전해질 | 리튬,BT0001,False
476,반도체 장치,반도체 장치,9,반도체 | 실리콘 | 트랜지스터,BT0002,False
476,산화물,산화물,0,디지털 | 전해질 | 리튬,BT0001,False
476,반도체,반도체,9,반도체 | 실리콘 | 트랜지스터,BT0002,False
477,프레임,프레임,0,디지털 | 전해질 | 리튬,BT0001,False
477,어셈블리,어셈블리,0,디지털 | 전해질 | 리튬,BT0001,False
477,가이드,가이드,0,디지털 | 전해질 | 리튬,BT0001,False
477,파이프,파이프,4,파이프 | 단섬유 | 케이블,BT0006,False
478,양극,양극,0,디지털 | 전해질 | 리튬,BT0001,False
478,리튬,리튬,0,디지털 | 전해질 | 리튬,BT0001,False
479,트레이,트레이,0,디지털 | 전해질 | 리튬,BT0001,False
480,프로세스,프로세스,0,디지털 | 전해질 | 리튬,BT0001,False
480,이미지,이미지,10,이미지 | 센서 | 카메라,BT0004,False
481,파일럿,파일럿,0,디지털 | 전해질 | 리튬,BT0001,False
482,이벤트,이벤트,0,디지털 | 전해질 | 리튬,BT0001,False
483,디바이스,디바이스,0,디지털 | 전해질 | 리튬,BT0001,False
484,콘텐츠,콘텐츠,0,디지털 | 전해질 | 리튬,BT0001,False
485,촉매,촉매,0,디지털 | 전해질 | 리튬,BT0001,False
485,실리콘,실리콘,9,반도체 | 실리콘 | 트랜지스터,BT0002,False
486,단백질,단백질,3,유전자 | 단백질,BT0007,False
487,프로세서,프로세서,0,디지털 | 전해질 | 리튬,BT0001,False
487,사용자 단말,사용자 단말,0,디지털 | 전해질 | 리튬,BT0001,False
489,구조물,구조물,0,디지털 | 전해질 | 리튬,BT0001,False
